viewport20/100_len5_bd_1.png/-144.45.png,viewport20/100_len5_bd_1.png/-72.45.png,viewport20/100_len5_bd_1.png/-90.0.png,viewport20/100_len5_bd_1.png/0.0.png,viewport20/100_len5_bd_1.png/144.-45.png,viewport20/100_len5_bd_1.png/180.0.png,viewport20/100_len5_bd_1.png/72.-45.png,viewport20/100_len5_bd_1.png/90.0.png,3.2
viewport20/100_len5_bd_2.png/-144.45.png,viewport20/100_len5_bd_2.png/-72.45.png,viewport20/100_len5_bd_2.png/-90.0.png,viewport20/100_len5_bd_2.png/0.0.png,viewport20/100_len5_bd_2.png/144.-45.png,viewport20/100_len5_bd_2.png/180.0.png,viewport20/100_len5_bd_2.png/72.-45.png,viewport20/100_len5_bd_2.png/90.0.png,2.571428571
viewport20/100_len5_bd_3.png/-144.45.png,viewport20/100_len5_bd_3.png/-72.45.png,viewport20/100_len5_bd_3.png/-90.0.png,viewport20/100_len5_bd_3.png/0.0.png,viewport20/100_len5_bd_3.png/144.-45.png,viewport20/100_len5_bd_3.png/180.0.png,viewport20/100_len5_bd_3.png/72.-45.png,viewport20/100_len5_bd_3.png/90.0.png,1.8
viewport20/100_len5_gb_1.png/-144.45.png,viewport20/100_len5_gb_1.png/-72.45.png,viewport20/100_len5_gb_1.png/-90.0.png,viewport20/100_len5_gb_1.png/0.0.png,viewport20/100_len5_gb_1.png/144.-45.png,viewport20/100_len5_gb_1.png/180.0.png,viewport20/100_len5_gb_1.png/72.-45.png,viewport20/100_len5_gb_1.png/90.0.png,3.333333333
viewport20/100_len5_gb_2.png/-144.45.png,viewport20/100_len5_gb_2.png/-72.45.png,viewport20/100_len5_gb_2.png/-90.0.png,viewport20/100_len5_gb_2.png/0.0.png,viewport20/100_len5_gb_2.png/144.-45.png,viewport20/100_len5_gb_2.png/180.0.png,viewport20/100_len5_gb_2.png/72.-45.png,viewport20/100_len5_gb_2.png/90.0.png,3.1
viewport20/100_len5_gb_3.png/-144.45.png,viewport20/100_len5_gb_3.png/-72.45.png,viewport20/100_len5_gb_3.png/-90.0.png,viewport20/100_len5_gb_3.png/0.0.png,viewport20/100_len5_gb_3.png/144.-45.png,viewport20/100_len5_gb_3.png/180.0.png,viewport20/100_len5_gb_3.png/72.-45.png,viewport20/100_len5_gb_3.png/90.0.png,2.4
viewport20/100_len5_gn_1.png/-144.45.png,viewport20/100_len5_gn_1.png/-72.45.png,viewport20/100_len5_gn_1.png/-90.0.png,viewport20/100_len5_gn_1.png/0.0.png,viewport20/100_len5_gn_1.png/144.-45.png,viewport20/100_len5_gn_1.png/180.0.png,viewport20/100_len5_gn_1.png/72.-45.png,viewport20/100_len5_gn_1.png/90.0.png,3.555555556
viewport20/100_len5_gn_2.png/-144.45.png,viewport20/100_len5_gn_2.png/-72.45.png,viewport20/100_len5_gn_2.png/-90.0.png,viewport20/100_len5_gn_2.png/0.0.png,viewport20/100_len5_gn_2.png/144.-45.png,viewport20/100_len5_gn_2.png/180.0.png,viewport20/100_len5_gn_2.png/72.-45.png,viewport20/100_len5_gn_2.png/90.0.png,3.125
viewport20/100_len5_gn_3.png/-144.45.png,viewport20/100_len5_gn_3.png/-72.45.png,viewport20/100_len5_gn_3.png/-90.0.png,viewport20/100_len5_gn_3.png/0.0.png,viewport20/100_len5_gn_3.png/144.-45.png,viewport20/100_len5_gn_3.png/180.0.png,viewport20/100_len5_gn_3.png/72.-45.png,viewport20/100_len5_gn_3.png/90.0.png,2.2
viewport20/100_len5_len2_bd_1.png/-144.45.png,viewport20/100_len5_len2_bd_1.png/-72.45.png,viewport20/100_len5_len2_bd_1.png/-90.0.png,viewport20/100_len5_len2_bd_1.png/0.0.png,viewport20/100_len5_len2_bd_1.png/144.-45.png,viewport20/100_len5_len2_bd_1.png/180.0.png,viewport20/100_len5_len2_bd_1.png/72.-45.png,viewport20/100_len5_len2_bd_1.png/90.0.png,3
viewport20/100_len5_len2_bd_2.png/-144.45.png,viewport20/100_len5_len2_bd_2.png/-72.45.png,viewport20/100_len5_len2_bd_2.png/-90.0.png,viewport20/100_len5_len2_bd_2.png/0.0.png,viewport20/100_len5_len2_bd_2.png/144.-45.png,viewport20/100_len5_len2_bd_2.png/180.0.png,viewport20/100_len5_len2_bd_2.png/72.-45.png,viewport20/100_len5_len2_bd_2.png/90.0.png,2.2
viewport20/100_len5_len2_bd_3.png/-144.45.png,viewport20/100_len5_len2_bd_3.png/-72.45.png,viewport20/100_len5_len2_bd_3.png/-90.0.png,viewport20/100_len5_len2_bd_3.png/0.0.png,viewport20/100_len5_len2_bd_3.png/144.-45.png,viewport20/100_len5_len2_bd_3.png/180.0.png,viewport20/100_len5_len2_bd_3.png/72.-45.png,viewport20/100_len5_len2_bd_3.png/90.0.png,2
viewport20/100_len5_len2_gb_1.png/-144.45.png,viewport20/100_len5_len2_gb_1.png/-72.45.png,viewport20/100_len5_len2_gb_1.png/-90.0.png,viewport20/100_len5_len2_gb_1.png/0.0.png,viewport20/100_len5_len2_gb_1.png/144.-45.png,viewport20/100_len5_len2_gb_1.png/180.0.png,viewport20/100_len5_len2_gb_1.png/72.-45.png,viewport20/100_len5_len2_gb_1.png/90.0.png,3.111111111
viewport20/100_len5_len2_gb_2.png/-144.45.png,viewport20/100_len5_len2_gb_2.png/-72.45.png,viewport20/100_len5_len2_gb_2.png/-90.0.png,viewport20/100_len5_len2_gb_2.png/0.0.png,viewport20/100_len5_len2_gb_2.png/144.-45.png,viewport20/100_len5_len2_gb_2.png/180.0.png,viewport20/100_len5_len2_gb_2.png/72.-45.png,viewport20/100_len5_len2_gb_2.png/90.0.png,2.7
viewport20/100_len5_len2_gb_3.png/-144.45.png,viewport20/100_len5_len2_gb_3.png/-72.45.png,viewport20/100_len5_len2_gb_3.png/-90.0.png,viewport20/100_len5_len2_gb_3.png/0.0.png,viewport20/100_len5_len2_gb_3.png/144.-45.png,viewport20/100_len5_len2_gb_3.png/180.0.png,viewport20/100_len5_len2_gb_3.png/72.-45.png,viewport20/100_len5_len2_gb_3.png/90.0.png,1.9
viewport20/100_len5_len2_gn_1.png/-144.45.png,viewport20/100_len5_len2_gn_1.png/-72.45.png,viewport20/100_len5_len2_gn_1.png/-90.0.png,viewport20/100_len5_len2_gn_1.png/0.0.png,viewport20/100_len5_len2_gn_1.png/144.-45.png,viewport20/100_len5_len2_gn_1.png/180.0.png,viewport20/100_len5_len2_gn_1.png/72.-45.png,viewport20/100_len5_len2_gn_1.png/90.0.png,3.6
viewport20/100_len5_len2_gn_2.png/-144.45.png,viewport20/100_len5_len2_gn_2.png/-72.45.png,viewport20/100_len5_len2_gn_2.png/-90.0.png,viewport20/100_len5_len2_gn_2.png/0.0.png,viewport20/100_len5_len2_gn_2.png/144.-45.png,viewport20/100_len5_len2_gn_2.png/180.0.png,viewport20/100_len5_len2_gn_2.png/72.-45.png,viewport20/100_len5_len2_gn_2.png/90.0.png,3
viewport20/100_len5_len2_gn_3.png/-144.45.png,viewport20/100_len5_len2_gn_3.png/-72.45.png,viewport20/100_len5_len2_gn_3.png/-90.0.png,viewport20/100_len5_len2_gn_3.png/0.0.png,viewport20/100_len5_len2_gn_3.png/144.-45.png,viewport20/100_len5_len2_gn_3.png/180.0.png,viewport20/100_len5_len2_gn_3.png/72.-45.png,viewport20/100_len5_len2_gn_3.png/90.0.png,2.8
viewport20/100_len5_len2_st_1.png/-144.45.png,viewport20/100_len5_len2_st_1.png/-72.45.png,viewport20/100_len5_len2_st_1.png/-90.0.png,viewport20/100_len5_len2_st_1.png/0.0.png,viewport20/100_len5_len2_st_1.png/144.-45.png,viewport20/100_len5_len2_st_1.png/180.0.png,viewport20/100_len5_len2_st_1.png/72.-45.png,viewport20/100_len5_len2_st_1.png/90.0.png,2.9
